3.4678492	5.0920116
5.0112809	24.3676656
3.9713644	23.5555754
6.0698713	23.4302328
4.5779338	22.7708555
3.5074784	5.2814539
4.0241378	23.6925953
5.2695173	23.1960854
6.1281995	24.5979604
5.4961427	23.6609922
4.4035448	22.8665638
5.1314326	23.8406023
4.7350523	24.1726066
3.7075116	4.8168375
5.0303356	23.4287339
6.5592128	25.0498919
4.5640619	23.731698
5.1262933	23.039819
3.2960976	5.3944072
3.3569693	5.2537152
3.5510161	5.3673306
5.3777937	23.6027896
4.6812702	23.4605461
5.0853117	23.6174439
4.2979078	5.4606846
4.7355133	22.3657288
3.743877	5.721606
6.2046746	23.520137
5.2992696	24.3457823
4.2077174	22.5696258
4.942869	23.830779
3.4422555	4.9960312
4.3424471	22.6660185
3.7994156	23.5395412
4.4267082	22.5367723
4.5577893	24.6377337
3.2969173	4.7035953
4.7034382	23.5952722
4.8411115	5.1085673
3.3391987	5.4535084
2.7336703	5.9409573
4.6644421	23.1540363
3.9818766	23.4650974
5.0627809	23.6534773
4.4747477	23.4619979
4.5734566	23.5182448
5.1523535	23.9965017
2.8499742	5.7117777
5.2790253	23.6676093
5.13479	5.1660595
4.8378824	23.2992062
5.2408406	23.0990661
3.1029146	5.9352007
4.4994789	23.7069309
4.7184174	23.6839485
2.9173998	4.9821994
4.4925014	23.0422717
4.50228	4.8783894
4.4640511	22.9659828
5.2469038	23.7807871
5.1459966	24.6360376
3.9512102	5.8909599
4.123577	5.2877761
3.7732393	23.7601021
3.0480303	5.0759644
5.1760459	22.9613882
4.8357171	22.7912989
6.1627611	23.8008897
4.6318328	22.9387232
4.5098767	5.0389343
5.2353574	24.1466492
5.1673804	23.7385527
3.7539563	4.6853085
4.5568567	23.9124221
4.7798226	24.112568
5.6837042	23.3398698
4.5241402	22.8859776
3.551905	5.0035588
2.8244573	4.8912992
5.7568953	23.3008364
2.957545	4.792794
5.1090172	23.7144007
4.1631962	5.2441417
5.2053337	22.8938367
5.7937608	23.3120963
4.2425734	23.4364955
4.693174	23.6924238
4.3411568	23.0582782
4.6148153	23.0257782
3.8778122	23.4820154
5.661246	23.7283566
4.421129	23.9110154
4.9754117	23.8470426
4.0464692	23.7198214
2.8174688	4.9806121
5.7408621	23.5260153
3.4937611	4.8862009
5.5424223	23.0934594
5.2103093	23.6138365
6.3752283	24.2040246
4.2573067	23.6769849
6.8203655	23.8622925
5.3884565	23.588886
5.6145405	23.9779036
4.97254	23.5581467
2.915294	6.2695075
3.0134072	4.921005
3.7847511	4.7398682
5.1941166	23.2009485
5.5415292	23.5069909
5.1115603	22.82476
5.2158097	23.8894
4.9551117	24.1476058
3.912877	5.3700377
3.0660264	4.7179622
2.9038635	4.5666131
5.4389636	23.2400251
6.30878	22.403519
5.0137434	23.3221591
4.4569313	23.6872408
3.4009819	5.2333066
5.3332119	23.5927761
5.0179823	23.966142
2.4135511	5.0693136
4.9929956	23.0678231
2.6247856	5.5449496
4.3279005	23.4605948
5.3160248	23.7959863
5.5793921	22.7547066
4.4711372	23.0795198
4.7863933	23.4649331
5.1227493	23.4582425
4.4333301	5.4058702
3.9236614	5.0933661
4.5427961	23.2678502
4.7744018	4.7804448
4.1645467	5.1982743
4.6902192	23.1740487
5.3104341	23.2559463
3.3137923	5.8004062
4.9460361	5.2301181
4.0364894	5.714645
3.0745574	5.0660681
4.7163033	24.4933464
3.9070604	5.279019
4.3683833	5.212647
5.2507691	23.7550315
3.2306634	5.9054088
6.5411614	23.0792008
4.1716055	4.9433027
4.0844037	23.1802656
4.3606832	5.2685899
4.1914001	24.0247834
6.2174528	24.1004322
3.6164691	5.4005654
5.2672441	22.7395455
5.2751613	24.2937278
3.2744446	5.6104953
6.376057	23.7973649
3.7886019	5.0153732
5.3096388	24.052964
3.669496	5.4995612
3.6403756	4.5902642
5.2058821	23.8807451
4.677936	24.2892174
3.7263063	24.5397294
3.4960005	5.4232987
3.8621667	24.1699182
5.0368867	23.5847394
4.8313263	23.6475896
4.0134452	4.9661934
4.3603902	24.4603633
5.3593609	24.5167319
5.7393374	23.4842821
4.8027471	23.4383981
4.0372487	23.0946567
4.6929097	5.356122
4.2059809	23.7565987
2.7212359	6.063218
3.2151203	4.1298293
3.6141025	4.363103
4.5748467	24.4857193
3.9486758	5.8466877
4.5214986	23.9068917
4.3164236	22.9324384
4.2500594	24.0040736
3.1771689	4.5147559
5.2369004	23.6387517
4.7554015	24.0288236
6.0122218	24.1618512
5.1586945	23.4144683
5.0614925	24.4131409
5.5452866	23.1259202
4.9128252	23.8841202
3.6380927	5.4303351
4.6915301	4.275603
6.2474575	24.0895862
4.3184182	4.3268401
3.8148769	4.9294467
4.6505602	23.5896969
4.5341717	4.9288156
3.1032808	5.6844442
4.7266359	23.4687714
4.4338815	23.5807867
3.3714109	5.3217565
5.8224061	23.6370428
4.3802672	5.6031041
5.2931597	23.0251972
4.2429431	4.8763586
4.6815767	4.8915424
4.1884537	23.1243146
4.2193022	23.757386
4.7489032	23.5822354
4.8271585	23.842647
5.3143205	23.9435917
5.3444482	24.0831385
5.1404128	24.0001703
4.8615436	23.7770036
5.5648732	23.5242261
